"","scaffold","start_position","end_position","length","exon_length","biotype","go_terms"
"ENSG00000004487","1",23019448,23083689,64242,64242,"protein_coding","protein binding|nucleus|regulation of transcription from RNA polymerase II promoter|enzyme binding|nucleoplasm|regulation of transcription, DNA-templated|nuclear chromosome, telomeric region|oxidation-reduction process|negative regulation of transcription from RNA polymerase II promoter|nuclear chromatin|oxidoreductase activity|flavin adenine dinucleotide binding|chromatin binding|histone deacetylase activity|transcription factor binding|transcription, DNA-templated|histone deacetylation|negative regulation of transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|DNA binding|transcription factor activity, sequence-specific DNA binding|transcription factor complex|cerebral cortex development|positive regulation of neural precursor cell proliferation|multicellular organism development|cell proliferation|transcription regulatory region DNA binding|positive regulation of sequence-specific DNA binding transcription factor activity|androgen receptor binding|negative regulation of histone H3-K9 methylation|protein complex|negative regulation of histone H3-K4 methylation|negative regulation of sequence-specific DNA binding transcription factor activity|covalent chromatin modification|response to organic cyclic compound|in utero embryonic development|positive regulation of neuron projection development|blood coagulation|negative regulation of neurogenesis|cellular response to UV|neuron projection extension|regulation of neurogenesis|histone demethylase activity|regulation of double-strand break repair via homologous recombination|RNA polymerase II transcription factor binding|p53 binding|negative regulation of protein binding|ligand-dependent nuclear receptor transcription coactivator activity|demethylase activity|histone demethylase activity (H3-K4 specific)|histone demethylase activity (H3-K9 specific)|histone demethylase activity (H3-dimethyl-K4 specific)|telomeric DNA binding|MRF binding|telomeric repeat-containing RNA binding|protein demethylation|histone H3-K9 demethylation|positive regulation of histone ubiquitination|histone H3-K4 demethylation|negative regulation of DNA binding|negative regulation of DNA damage response, signal transduction by p53 class mediator|muscle cell development|cellular response to gamma radiation|negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator|regulation of cellular protein localization|DNA repair complex|alternative mRNA splicing, via spliceosome|regulation of primitive erythrocyte differentiation|pituitary gland development|granulocyte differentiation|positive regulation of chromatin binding|neuron maturation|positive regulation of erythrocyte differentiation|positive regulation of megakaryocyte differentiation|positive regulation of cell size|guanine metabolic process|positive regulation of hormone biosynthetic process|response to fungicide|cellular response to cAMP|positive regulation of stem cell proliferation"
"ENSG00000004534","3",49940007,50100045,160039,137246,"protein_coding","protein binding|nucleus|nucleotide binding|RNA binding|RNA processing|nucleic acid binding|DNA binding"
"ENSG00000004660","17",3860315,3894891,34577,32730,"protein_coding","protein binding|nucleus|cytoplasm|cytosol|nucleotide binding|ATP binding|transferase activity|kinase activity|phosphorylation|protein kinase activity|protein serine/threonine kinase activity|protein phosphorylation|intracellular signal transduction|positive regulation of protein kinase activity|peptidyl-threonine phosphorylation|calmodulin binding|peptidyl-serine phosphorylation|calmodulin-dependent protein kinase activity"
"ENSG00000004700","12",21468911,21501669,32759,32759,"protein_coding","membrane|protein binding|nucleus|chromosome|cytoplasm|nucleotide binding|ATP binding|nucleic acid binding|nucleoplasm|hydrolase activity|DNA repair|DNA binding|double-strand break repair via homologous recombination|DNA recombination|DNA duplex unwinding|ATP-dependent helicase activity|helicase activity|ATP-dependent DNA helicase activity|DNA helicase activity|four-way junction helicase activity|annealing helicase activity|ATP-dependent 3'-5' DNA helicase activity|DNA strand renaturation"
"ENSG00000004766","7",93232340,93361121,128782,128782,"protein_coding","membrane|transport|extracellular exosome|protein transport|endosome|recycling endosome|SNARE binding|endocytic recycling|EARP complex"
"ENSG00000004776","19",35754568,35758079,3512,3512,"protein_coding","protein binding|nucleus|cytoplasm|protein homodimerization activity|extracellular region|positive regulation of angiogenesis|regulation of muscle contraction|chaperone binding|structural constituent of eye lens|unfolded protein binding|chaperone-mediated protein folding|negative regulation of cardiac muscle cell apoptotic process"
"ENSG00000004777","19",35774532,35788822,14291,13308,"protein_coding","plasma membrane|protein binding|cytoplasm|cytosol|actin cytoskeleton|transport|signal transduction|positive regulation of GTPase activity|GTPase activator activity|cell cortex|phosphatidylinositol binding|protein transport|small GTPase mediated signal transduction|regulation of small GTPase mediated signal transduction"
"ENSG00000004779","16",23581002,23596356,15355,15355,"protein_coding","protein binding|cytosol|calcium ion binding|nucleoplasm|mitochondrion|oxidation-reduction process|mitochondrial inner membrane|mitochondrial matrix|lipid metabolic process|fatty acid metabolic process|fatty acid biosynthetic process|mitochondrial membrane|fatty acid beta-oxidation|respiratory chain|mitochondrial respiratory chain complex I|glyoxylate metabolic process|mitochondrial respiratory chain complex I assembly|protein lipoylation|lipid A biosynthetic process|mitochondrial electron transport, NADH to ubiquinone|phosphopantetheine binding|NADH dehydrogenase (ubiquinone) activity|fatty acid binding|ACP phosphopantetheine attachment site binding involved in fatty acid biosynthetic process|acyl binding"
"ENSG00000004799","7",95583499,95596491,12993,12993,"protein_coding","nucleotide binding|ATP binding|transferase activity|kinase activity|phosphorylation|mitochondrion|protein kinase activity|protein phosphorylation|mitochondrial inner membrane|mitochondrial matrix|carbohydrate metabolic process|cellular response to fatty acid|glucose homeostasis|response to starvation|cellular response to starvation|insulin receptor signaling pathway|glucose metabolic process|reactive oxygen species metabolic process|negative regulation of anoikis|regulation of glucose metabolic process|regulation of fatty acid biosynthetic process|pyruvate dehydrogenase (acetyl-transferring) kinase activity|regulation of pH|regulation of acetyl-CoA biosynthetic process from pyruvate|regulation of cellular ketone metabolic process|regulation of bone resorption|regulation of fatty acid oxidation"
"ENSG00000004809","6",110424687,110476641,51955,51955,"protein_coding","plasma membrane|membrane|integral component of membrane|transport|transmembrane transport|cell differentiation|multicellular organism development|spermatogenesis|ion transport|single fertilization|flagellated sperm motility|transmembrane transporter activity|organic anion transmembrane transporter activity|organic anion transport|amine transmembrane transporter activity|organic cation transmembrane transporter activity|carnitine transmembrane transporter activity|organic cation transport|amine transport|carnitine transport|acid secretion|carnitine transmembrane transport"
"ENSG00000004838","3",50341110,50346852,5743,5743,"protein_coding","protein binding|cytoplasm|microtubule organizing center|cytoskeleton|metal ion binding|centriolar satellite|motile cilium assembly|outer dynein arm assembly|inner dynein arm assembly"
"ENSG00000004846","7",20615207,20777038,161832,141803,"protein_coding","plasma membrane|membrane|integral component of membrane|nucleotide binding|ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|transport|transmembrane transport|integral component of plasma membrane|cell differentiation|drug transmembrane transport|regulation of membrane potential|xenobiotic-transporting ATPase activity|xenobiotic transport|efflux transmembrane transporter activity|compound eye corneal lens development"
"ENSG00000004848","X",25003694,25016420,12727,12255,"protein_coding","nervous system development|nucleus|regulation of transcription, DNA-templated|negative regulation of transcription from RNA polymerase II promoter|chromatin binding|transcription, DNA-templated|cell differentiation|DNA binding|sequence-specific DNA binding|multicellular organism development|axon guidance|positive regulation of gene expression|regulation of cell proliferation|RNA polymerase II transcription factor activity, sequence-specific DNA binding|RNA polymerase II distal enhancer sequence-specific DNA binding|neuron migration|forebrain development|positive regulation of organ growth|olfactory bulb development|transcriptional repressor activity, RNA polymerase II distal enhancer sequence-specific binding|globus pallidus development|cerebral cortex tangential migration|embryonic olfactory bulb interneuron precursor migration|cell proliferation in forebrain|cerebral cortex GABAergic interneuron migration|lipid digestion|epithelial cell fate commitment"
"ENSG00000004864","7",96120220,96322147,201928,201928,"protein_coding","membrane|integral component of membrane|calcium ion binding|metal ion binding|transport|transmembrane transport|mitochondrion|integral component of plasma membrane|mitochondrial inner membrane|response to calcium ion|transporter activity|gluconeogenesis|L-glutamate transmembrane transporter activity|acidic amino acid transmembrane transporter activity|L-aspartate transmembrane transporter activity|ATP biosynthetic process|aspartate transport|L-glutamate transport|malate-aspartate shuttle|cellular respiration|L-glutamate transmembrane transport|L-aspartate transmembrane transport"
